USPS,GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
WA,53011042500,931478,0,0.36,0,45.6334199,-122.66791
WA,53011042600,7399102,1831953,2.857,0.707,45.6215353,-122.6508691
WA,53011042700,1191517,0,0.46,0,45.6336351,-122.6320231
WA,53011042800,2472527,0,0.955,0,45.6235554,-122.6236787
WA,53011042900,1578450,0,0.609,0,45.6250255,-122.6075072
WA,53011043000,1315540,0,0.508,0,45.6253467,-122.597066
WA,53011043100,3010904,368254,1.163,0.142,45.6141997,-122.5882431
WA,53013960200,2249624732,12561762,868.585,4.85,46.2928505,-117.9116345
WA,53015000300,24012229,12124747,9.271,4.681,46.1054287,-122.9326045
WA,53015000400,2188954,129348,0.845,0.05,46.1377561,-122.9451253
WA,53015000501,1105586,0,0.427,0,46.1279207,-122.9523467
WA,53015000502,1467983,0,0.567,0,46.1252755,-122.9607436
WA,53015000601,1226953,0,0.474,0,46.1399901,-122.9668806
WA,53015000602,2310065,0,0.892,0,46.1451129,-122.9541722
WA,53015000702,2978998,0,1.15,0,46.1553533,-122.971161
WA,53015000703,5020434,114678,1.938,0.044,46.1555542,-123.0023854
WA,53015000704,6629366,0,2.56,0,46.1687751,-122.9960412
WA,53015000800,16011915,142110,6.182,0.055,46.1721458,-122.9549844
WA,53015000900,13612796,334597,5.256,0.129,46.180952,-122.9271421
WA,53015001000,785580,51491,0.303,0.02,46.1462992,-122.9153962
WA,53015001100,6541358,601654,2.526,0.232,46.1283435,-122.9026388
WA,53015001200,20065484,0,7.747,0,46.1296556,-122.8729754
WA,53015001300,9875471,282139,3.813,0.109,46.1770031,-122.8874011
WA,53015001501,406203731,15782874,156.836,6.094,46.0371496,-122.4785461
WA,53015001502,71995520,9157327,27.798,3.536,45.9208101,-122.7587171
WA,53015001600,106616320,4777342,41.165,1.845,46.0301286,-122.7847551
WA,53015001700,393385300,696726,151.887,0.269,46.1340403,-122.7497227
WA,53015001800,1149206221,6115930,443.711,2.361,46.2507184,-122.4846521
WA,53015001900,292662778,8237080,112.998,3.18,46.2455926,-123.0929788
WA,53015002001,227673778,1705599,87.905,0.659,46.3315209,-123.0497709
WA,53015002002,188664477,6643672,72.844,2.565,46.3203752,-122.842564
WA,53015002100,3479743,422731,1.344,0.163,46.1325245,-122.925376
WA,53017950100,2155486864,59798219,832.238,23.088,47.909828,-119.5449568
WA,53017950200,2345375029,4156663,905.554,1.605,47.5940007,-119.7789778
WA,53017950300,183770305,10002444,70.954,3.862,47.3750711,-120.155408
WA,53017950400,10707895,1262075,4.134,0.487,47.4471864,-120.2927632
WA,53017950500,2347524,371217,0.906,0.143,47.4186507,-120.2908202
WA,53017950600,5925848,0,2.288,0,47.4260345,-120.2700042
WA,53017950700,2636822,0,1.018,0,47.4111559,-120.2707239
WA,53017950800,5619042,917198,2.17,0.354,47.3960556,-120.2643556
WA,53019940000,2807565539,120249116,1084.007,46.428,48.2182274,-118.5224708
WA,53019970100,2004646391,15919649,773.998,6.147,48.7935735,-118.4168881
WA,53019970200,894148762,4125611,345.233,1.593,48.6432466,-118.664512
WA,53021020100,38565141,4053261,14.89,1.565,46.2429771,-119.0647059
WA,53021020200,2476580,0,0.956,0,46.2364726,-119.0967532
WA,53021020300,3631182,0,1.402,0,46.2493847,-119.1100996
WA,53021020400,4440350,506572,1.714,0.196,46.233135,-119.1187903
WA,53021020501,9219336,2236685,3.56,0.864,46.251801,-119.2036663
WA,53021020502,11021799,1846362,4.256,0.713,46.2434073,-119.1565584
WA,53021020601,534053859,8150374,206.199,3.147,46.4364178,-119.1267747
WA,53021020603,3062316,0,1.182,0,46.266832,-119.2019488
WA,53021020605,7141870,0,2.757,0,46.2682466,-119.1619365
WA,53021020606,9598791,961363,3.706,0.371,46.2784803,-119.2378996
WA,53021020700,1408050573,30711237,543.651,11.858,46.5091907,-118.6934019
WA,53021020800,1177246226,12043380,454.537,4.65,46.6393457,-119.0316968
WA,53021980100,7209999,0,2.784,0,46.2658531,-119.1196036
WA,53023970300,1841054914,19294817,710.835,7.45,46.4294779,-117.5367111
WA,53025010100,1361202730,127906443,525.563,49.385,47.6470649,-119.1859597
WA,53025010200,1099370067,5309759,424.469,2.05,47.2696226,-119.1711192
WA,53025010300,151605781,4101333,58.535,1.584,47.3647341,-119.4706652
WA,53025010400,82368218,0,31.803,0,47.3329671,-119.5435418
WA,53025010500,716418943,4610386,276.611,1.78,47.3094355,-119.8438528
WA,53025010600,8428676,0,3.254,0,47.2361864,-119.8562646
WA,53025010700,853622124,73051490,329.585,28.205,47.0474885,-119.6084876
WA,53025010800,37645066,661334,14.535,0.255,47.1978989,-119.3190597
WA,53025010901,11269564,54586,4.351,0.021,47.1741358,-119.2879421
WA,53025010902,17171326,6807993,6.63,2.629,47.1356118,-119.323049
WA,53025011000,95321678,5631094,36.804,2.174,47.1239862,-119.2273265
WA,53025011100,8389386,3954616,3.239,1.527,47.1064945,-119.3104372
WA,53025011200,568765672,7807680,219.602,3.015,47.2353603,-119.5761153
WA,53025011300,284854834,5335330,109.983,2.06,46.9783547,-119.0963794
WA,53025011401,268105925,6864313,103.516,2.65,46.9174129,-119.414507
WA,53025011402,1375292900,37886112,531.004,14.628,46.8123207,-119.7135657
WA,53027000200,317752654,100317373,122.685,38.733,47.1038049,-124.1174848
WA,53027000300,1445790289,25903625,558.223,10.001,47.2804542,-123.8016043
WA,53027000400,649250236,8965685,250.677,3.462,47.1562306,-123.5884695
WA,53027000500,135141036,2067141,52.178,0.798,47.0226388,-123.434974
WA,53027000600,99153354,376260,38.283,0.145,47.0400218,-123.2725012
WA,53027000700,979894609,4416896,378.339,1.705,46.8838437,-123.4719192
WA,53027000800,83829371,6811875,32.367,2.63,46.9760205,-123.706088
WA,53027000900,23490608,3663144,9.07,1.414,46.9487873,-123.7925006
WA,53027001000,6302527,537525,2.433,0.208,46.9809214,-123.7925587
WA,53027001100,5827478,55476,2.25,0.021,46.9885769,-123.8285234
WA,53027001200,3589209,1318885,1.386,0.509,46.9685991,-123.8400085
WA,53027001300,41384638,5460380,15.979,2.108,47.0145337,-123.8554836
WA,53027001400,29029336,942706,11.208,0.364,47.0289826,-123.8907017
WA,53027001500,26460379,56978573,10.216,22,46.9876457,-124.0081419
WA,53027001600,294666065,80909400,113.771,31.239,46.8710235,-123.9677143
WA,53027940000,782782049,42842056,302.234,16.541,47.4191801,-124.1403664
WA,53027990000,0,493200680,0,190.426,47.1639609,-124.2655582
WA,53029970100,26517419,8033108,10.238,3.102,48.3909174,-122.6174648
WA,53029970200,18048529,3705620,6.969,1.431,48.3399471,-122.6683853
WA,53029970300,46840682,14558572,18.085,5.621,48.3290384,-122.5751135
WA,53029970400,14197066,482640,5.482,0.186,48.318534,-122.6710852
WA,53029970500,23101417,6075387,8.92,2.346,48.2720817,-122.7074752
WA,53029970601,1627511,0,0.628,0,48.3027217,-122.6632901
WA,53029970602,1976740,0,0.763,0,48.2921425,-122.6658138
WA,53029970700,2051919,456685,0.792,0.176,48.2900942,-122.6549929
WA,53029970800,1564792,0,0.604,0,48.3015009,-122.6381195
WA,53029970900,11633122,6214417,4.492,2.399,48.2976251,-122.5727329
WA,53029971000,34963144,14436633,13.499,5.574,48.220766,-122.7438343
WA,53029971100,45358282,18977878,17.513,7.327,48.1837987,-122.6496927
WA,53029971300,55895931,26566844,21.582,10.258,48.072751,-122.5860359
WA,53029971400,29108747,5825774,11.239,2.249,48.2188252,-122.5145095
WA,53029971500,27611937,12843235,10.661,4.959,48.2145613,-122.4526433
WA,53029971600,20786518,4484250,8.026,1.731,48.1693578,-122.5075369
WA,53029971700,25456588,20816286,9.829,8.037,48.1096022,-122.4214835
WA,53029971800,21851765,12976359,8.437,5.01,47.9828721,-122.5252614
WA,53029971900,51559687,13926873,19.907,5.377,48.0593268,-122.4807377
WA,53029972000,47741414,13177836,18.433,5.088,47.987852,-122.4059282
WA,53029972100,31815960,18130756,12.284,7,47.9375721,-122.3934862
WA,53029992201,0,598466163,0,231.069,48.3395551,-122.7962515
WA,53031950202,251332205,80656806,97.04,31.142,47.8392646,-122.9123069
WA,53031950300,208134526,79742421,80.361,30.789,47.9053451,-122.7180541
WA,53031950400,35026810,91748458,13.524,35.424,48.0630915,-122.7015436
WA,53031950500,160770877,256038267,62.074,98.857,48.1307315,-122.9265171
WA,53031950601,10002437,23288115,3.862,8.992,48.139784,-122.7741138
WA,53031950602,11224389,13264354,4.334,5.121,48.1382127,-122.7997724
WA,53031950702,3995299466,187371844,1542.594,72.345,47.7422402,-123.8056594
WA,53031990000,0,262725278,0,101.439,47.7318226,-124.53484
WA,53033000100,1908930,904304,0.737,0.349,47.7247297,-122.2845705
WA,53033000200,3286278,0,1.269,0,47.7266401,-122.3099963
WA,53033000300,1211017,0,0.468,0,47.7305259,-122.3329277
WA,53033000401,1281400,81874,0.495,0.032,47.7301879,-122.3518014
WA,53033000402,1798937,0,0.695,0,47.7168585,-122.3523664
WA,53033000500,2895569,953717,1.118,0.368,47.7224094,-122.3710555
WA,53033000600,3783735,54223,1.461,0.021,47.719552,-122.331415
WA,53033000700,1294678,0,0.5,0,47.7156893,-122.3018631
WA,53033000800,1141569,0,0.441,0,47.7112491,-122.286082
WA,53033000900,1007015,1851901,0.389,0.715,47.7063747,-122.2749586
WA,53033001000,954470,0,0.369,0,47.7064068,-122.2960647
WA,53033001100,1060416,0,0.409,0,47.706547,-122.3068073
WA,53033001200,1834059,0,0.708,0,47.7071214,-122.3228194
WA,53033001300,1183904,0,0.457,0,47.7022815,-122.3421789
WA,53033001400,2137295,211433,0.825,0.082,47.7078795,-122.3674088
WA,53033001500,1170486,398486,0.452,0.154,47.6946324,-122.3949744
WA,53033001600,2041026,457717,0.788,0.177,47.7004764,-122.3799022
WA,53033001701,892768,0,0.345,0,47.6963619,-122.3544843
WA,53033001702,1280220,0,0.494,0,47.6965212,-122.3639488
WA,53033001800,943059,0,0.364,0,47.6940453,-122.3419781
WA,53033001900,1663247,0,0.642,0,47.6965349,-122.326216
WA,53033002000,1103320,28680,0.426,0.011,47.695331,-122.3108025
WA,53033002100,1365469,0,0.527,0,47.6953673,-122.2980453
WA,53033002200,2769401,1168720,1.069,0.451,47.6941159,-122.2754574
WA,53033002400,978016,0,0.378,0,47.6866808,-122.2878263
WA,53033002500,984334,0,0.38,0,47.6838969,-122.3022793
WA,53033002600,1216627,28175,0.47,0.011,47.6822031,-122.3113993
WA,53033002700,1597300,0,0.617,0,47.6868671,-122.3311548
WA,53033002800,979865,0,0.378,0,47.685114,-122.349945
WA,53033002900,986207,0,0.381,0,47.6850872,-122.3606466
WA,53033003000,1493249,0,0.577,0,47.6850958,-122.3740444
WA,53033003100,2232860,465516,0.862,0.18,47.6877574,-122.3964308
WA,53033003200,2213071,1276803,0.854,0.493,47.6753292,-122.4022855
WA,53033003300,1296280,0,0.5,0,47.6759715,-122.3768118
WA,53033003400,787147,0,0.304,0,47.6740646,-122.3617463
WA,53033003500,1284759,0,0.496,0,47.6725466,-122.3520881
WA,53033003600,1196464,0,0.462,0,47.6771912,-122.3242054
WA,53033003800,624606,0,0.241,0,47.6794093,-122.2955292
WA,53033003900,973808,0,0.376,0,47.6794117,-122.2823414
WA,53033004000,2605311,3516386,1.006,1.358,47.681718,-122.252368
WA,53033004100,3262543,5317813,1.26,2.053,47.6692654,-122.2582166
WA,53033004200,2464093,0,0.951,0,47.6702045,-122.2841013
WA,53033004301,979235,0,0.378,0,47.6694019,-122.3002215
WA,53033004302,330838,0,0.128,0,47.6647418,-122.3035951
WA,53033004400,989907,0,0.382,0,47.670341,-122.3119324
WA,53033004500,670997,0,0.259,0,47.6685824,-122.3229111
WA,53033004600,1552357,1033231,0.599,0.399,47.683092,-122.3378674
WA,53033004700,1955447,348553,0.755,0.135,47.6660659,-122.3749544
WA,53033004800,1318564,41555,0.509,0.016,47.6608472,-122.3601847
WA,53033004900,1085823,25325,0.419,0.01,47.6571964,-122.3518455
WA,53033005000,757380,0,0.292,0,47.6608696,-122.3418076
WA,53033005100,881710,0,0.34,0,47.6585183,-122.3322481
WA,53033005200,967022,83285,0.373,0.032,47.6595705,-122.3235185
WA,53033005301,543486,0,0.21,0,47.661505,-122.3131216
WA,53033005302,2507220,749224,0.968,0.289,47.6540399,-122.3012544
WA,53033005400,1199276,647090,0.463,0.25,47.6486281,-122.3381362
WA,53033005600,3032928,1587292,1.171,0.613,47.6405468,-122.4071053
WA,53033005700,5109618,2295838,1.973,0.886,47.6581015,-122.4137704
WA,53033005801,1814668,264894,0.701,0.102,47.6548926,-122.3850376
WA,53033005802,3091585,1156788,1.194,0.447,47.6353633,-122.3802928
WA,53033005900,1805736,173889,0.697,0.067,47.6492259,-122.3685688
WA,53033006000,1351872,147639,0.522,0.057,47.6432313,-122.3527936
WA,53033006100,1191968,695816,0.46,0.269,47.644805,-122.3222796
WA,53033006200,2728141,288801,1.053,0.112,47.6391316,-122.3012264
WA,53033006300,2306076,3484113,0.89,1.345,47.63214,-122.2775439
WA,53033006400,903649,0,0.349,0,47.6285398,-122.3048258
WA,53033006500,1147618,0,0.443,0,47.6309633,-122.3177579
WA,53033006600,1099864,838446,0.425,0.324,47.6286171,-122.3329766
WA,53033006700,1278219,102394,0.494,0.04,47.6318633,-122.3442667
WA,53033006800,718104,0,0.277,0,47.6360306,-122.3564653
WA,53033006900,902888,0,0.349,0,47.6343628,-122.3669714
WA,53033007000,805962,0,0.311,0,47.6282328,-122.3568062
WA,53033007100,862094,0,0.333,0,47.6224443,-122.3574017
WA,53033007200,1010265,0,0.39,0,47.6194539,-122.3431175
WA,53033007300,926050,0,0.358,0,47.6199882,-122.3335164
WA,53033007401,259384,0,0.1,0,47.6229244,-122.3246584
WA,53033007402,249281,0,0.096,0,47.6187608,-122.3244188
WA,53033007500,801542,0,0.309,0,47.6183915,-122.316886
WA,53033007600,571879,0,0.221,0,47.6218678,-122.3075858
WA,53033007700,1058324,0,0.409,0,47.6191203,-122.2973516
WA,53033007800,2109112,3635278,0.814,1.404,47.6141558,-122.2810958
WA,53033007900,698477,0,0.27,0,47.6143865,-122.3076722
WA,53033008001,502508,537254,0.194,0.207,47.6150718,-122.3552018
WA,53033008002,229060,0,0.088,0,47.6120871,-122.3452591
WA,53033008100,827621,368877,0.32,0.142,47.6058683,-122.3393353
WA,53033008200,366707,0,0.142,0,47.6103728,-122.331941
WA,53033008300,237442,0,0.092,0,47.6118178,-122.3280041
WA,53033008400,382616,0,0.148,0,47.6134675,-122.3239419
WA,53033008500,474314,0,0.183,0,47.6051118,-122.324947
WA,53033008600,711564,0,0.275,0,47.6071031,-122.3166894
WA,53033008700,732385,0,0.283,0,47.6059236,-122.3077909
WA,53033008800,948580,0,0.366,0,47.6073299,-122.2976324
WA,53033008900,1275571,1792521,0.493,0.692,47.6010291,-122.285229
WA,53033009000,820732,0,0.317,0,47.5982642,-122.3090976
WA,53033009100,418834,0,0.162,0,47.5984232,-122.3217544
WA,53033009200,330238,154864,0.128,0.06,47.6004657,-122.3348315
WA,53033009300,9429073,719985,3.641,0.278,47.5771253,-122.330936
